# The two columns are:
#
# ln(Mh) [Msun]          dn/dln(Mh) [# of halos per Mpc^3 per lnMh]
#
# you can read this data by:
#
# import numpy as np
# lnMh_arr, dndlnMh_arr = np.genfromtxt("hmf.dat", unpack=True)
#
2.302585092994045723e+01 1.001891710309342765e-01
2.308365641344658314e+01 9.513079823862569118e-02
2.314146189695270905e+01 9.032911780133065505e-02
2.319926738045883496e+01 8.577104299669546794e-02
2.325707286396496443e+01 8.144415694228483715e-02
2.331487834747109034e+01 7.733667816751058077e-02
2.337268383097721625e+01 7.343742796311485133e-02
2.343048931448334216e+01 6.973579941438362573e-02
2.348829479798946807e+01 6.622172803315597156e-02
2.354610028149559398e+01 6.288566390413095897e-02
2.360390576500172699e+01 5.971854526931242441e-02
2.366171124850785290e+01 5.671177347454218337e-02
2.371951673201397881e+01 5.385718920935953641e-02
2.377732221552010472e+01 5.114704997221856952e-02
2.383512769902623063e+01 4.857400869881108030e-02
2.389293318253235654e+01 4.613109349289727656e-02
2.395073866603848245e+01 4.381168840235272893e-02
2.400854414954461191e+01 4.160951518741654032e-02
2.406634963305073782e+01 3.951861602817753616e-02
2.412415511655686373e+01 3.753333712389219506e-02
2.418196060006298964e+01 3.564831313694296483e-02
2.423976608356911555e+01 3.385845243756643863e-02
2.429757156707524146e+01 3.215892310771486379e-02
2.435537705058136737e+01 3.054513966421535179e-02
2.441318253408749683e+01 2.901275046366140128e-02
2.447098801759362630e+01 2.755762575315734778e-02
2.452879350109975221e+01 2.617584633359159099e-02
2.458659898460587812e+01 2.486369280278239585e-02
2.464440446811200403e+01 2.361763534884888174e-02
2.470220995161812994e+01 2.243432406471219595e-02
2.476001543512425584e+01 2.131057975700311607e-02
2.481782091863038531e+01 2.024338522366135942e-02
2.487562640213651122e+01 1.922987697618890393e-02
2.493343188564263713e+01 1.826733738369640953e-02
2.499123736914876304e+01 1.735318721745172932e-02
2.504904285265488895e+01 1.648497857512180864e-02
2.510684833616101486e+01 1.566038816610892254e-02
2.516465381966714432e+01 1.487721093912510069e-02
2.522245930317327023e+01 1.413335403526798546e-02
2.528026478667939614e+01 1.342683104982313538e-02
2.533807027018552205e+01 1.275575658760178498e-02
2.539587575369164796e+01 1.211834109678296134e-02
2.545368123719777742e+01 1.151288596734518013e-02
2.551148672070390333e+01 1.093777888077444860e-02
2.556929220421003279e+01 1.039148939824849176e-02
2.562709768771615870e+01 9.872564775258056008e-03
2.568490317122228461e+01 9.379625991177717101e-03
2.574270865472841052e+01 8.911363982749512247e-03
2.580051413823453643e+01 8.466536071177272610e-03
2.585831962174066234e+01 8.043962572810984396e-03
2.591612510524679180e+01 7.642523584018528007e-03
2.597393058875291771e+01 7.261155931326231452e-03
2.603173607225904362e+01 6.898850278249043372e-03
2.608954155576516953e+01 6.554648380767996718e-03
2.614734703927129544e+01 6.227640483742180426e-03
2.620515252277742135e+01 5.916962850996588738e-03
2.626295800628354726e+01 5.621795422126296335e-03
2.632076348978968028e+01 5.341359589521832776e-03
2.637856897329580619e+01 5.074916089339665502e-03
2.643637445680193210e+01 4.821763000527993191e-03
2.649417994030805801e+01 4.581233846369199211e-03
2.655198542381418392e+01 4.352695793169758347e-03
2.660979090732030983e+01 4.135547941129603770e-03
2.666759639082643929e+01 3.929219702608615673e-03
2.672540187433256520e+01 3.733169263286549838e-03
2.678320735783869111e+01 3.546882121941995463e-03
2.684101284134481702e+01 3.369869704803900735e-03
2.689881832485094293e+01 3.201668050631657249e-03
2.695662380835706884e+01 3.041836562891058002e-03
2.701442929186319475e+01 2.889956825567767743e-03
2.707223477536932066e+01 2.745631479366167100e-03
2.713004025887545012e+01 2.608483155174462671e-03
2.718784574238157603e+01 2.478153461882213332e-03
2.724565122588770549e+01 2.354302025727828245e-03
2.730345670939383140e+01 2.236605578583344012e-03
2.736126219289995731e+01 2.124757092625406164e-03
2.741906767640608322e+01 2.018464959046092303e-03
2.747687315991221269e+01 1.917452208540106453e-03
2.753467864341833859e+01 1.821455771433390511e-03
2.759248412692446450e+01 1.730225775424992394e-03
2.765028961043059041e+01 1.643524879022558675e-03
2.770809509393671632e+01 1.561127638849016917e-03
2.776590057744284223e+01 1.482819909081154342e-03
2.782370606094896814e+01 1.408398271398031811e-03
2.788151154445509761e+01 1.337669493858507572e-03
2.793931702796122352e+01 1.270450017253621933e-03
2.799712251146734943e+01 1.206565467517189830e-03
2.805492799497347534e+01 1.145850192871592519e-03
2.811273347847960125e+01 1.088146824446761416e-03
2.817053896198573426e+01 1.033305859176739073e-03
2.822834444549186017e+01 9.811852638354477164e-04
2.828614992899798608e+01 9.316500991363926842e-04
2.834395541250411199e+01 8.845721628750957081e-04
2.840176089601023790e+01 8.398296511429756373e-04
2.845956637951636381e+01 7.973068366913286468e-04
2.851737186302248972e+01 7.568937635747387217e-04
2.857517734652861563e+01 7.184859572443588012e-04
2.863298283003474154e+01 6.819841493018524107e-04
2.869078831354087100e+01 6.472940161755644413e-04
2.874859379704699691e+01 6.143259310004006712e-04
2.880639928055312282e+01 5.829947280389459517e-04
2.886420476405924873e+01 5.532194790018342672e-04
2.892201024756537464e+01 5.249232806625998794e-04
2.897981573107150766e+01 4.980330531945200171e-04
2.903762121457763357e+01 4.724793486828592656e-04
2.909542669808375948e+01 4.481961692985057593e-04
2.915323218158988539e+01 4.251207946381823180e-04
2.921103766509601130e+01 4.031936177692895949e-04
2.926884314860213721e+01 3.823579895372324804e-04
2.932664863210826312e+01 3.625600707133499957e-04
2.938445411561438902e+01 3.437486915888817601e-04
2.944225959912051849e+01 3.258752186351070276e-04
2.950006508262664440e+01 3.088934278728721412e-04
2.955787056613277031e+01 2.927593846096958373e-04
2.961567604963889622e+01 2.774313292242505842e-04
2.967348153314502213e+01 2.628695686889037414e-04
2.973128701665115159e+01 2.490363735420796521e-04
2.978909250015727750e+01 2.358958800332961445e-04
2.984689798366340341e+01 2.234139971793383669e-04
2.990470346716952932e+01 2.115583184831384988e-04
2.996250895067565523e+01 2.002980380792675078e-04
3.002031443418178469e+01 1.896038710824118976e-04
3.007811991768791060e+01 1.794479779258843191e-04
3.013592540119403651e+01 1.698038924893540682e-04
3.019373088470016597e+01 1.606464538232576936e-04
3.025153636820629188e+01 1.519517412889810138e-04
3.030934185171241779e+01 1.436970129420996522e-04
3.036714733521854370e+01 1.358606469948309375e-04
3.042495281872466961e+01 1.284220862023093131e-04
3.048275830223079907e+01 1.213617850255497524e-04
3.054056378573692498e+01 1.146611594304805011e-04
3.059836926924305089e+01 1.083025391906131048e-04
3.065617475274917680e+01 1.022691225668093964e-04
3.071398023625530271e+01 9.654493324481964187e-05
3.077178571976142862e+01 9.111477941621185092e-05
3.082959120326755453e+01 8.596421489563318139e-05
3.088739668677368044e+01 8.107950217109667157e-05
3.094520217027980635e+01 7.644757729058983828e-05
3.100300765378593937e+01 7.205601649252829297e-05
3.106081313729206528e+01 6.789300449231794408e-05
3.111861862079819119e+01 6.394730434188914965e-05
3.117642410430431710e+01 6.020822878333596855e-05
3.123422958781044301e+01 5.666561302149269932e-05
3.129203507131657247e+01 5.330978884447112279e-05
3.134984055482269838e+01 5.013156002454226143e-05
3.140764603832882429e+01 4.712217893527162271e-05
3.146545152183495020e+01 4.427332432403758438e-05
3.152325700534107611e+01 4.157708018223073336e-05
3.158106248884720202e+01 3.902591565847483737e-05
3.163886797235332793e+01 3.661266596254440938e-05
3.169667345585945384e+01 3.433051421096383951e-05
3.175447893936558685e+01 3.217297416745302721e-05
3.181228442287171276e+01 3.013387383363227523e-05
3.187008990637783867e+01 2.820733984809579756e-05
3.192789538988396458e+01 2.638778265384525637e-05
3.198570087339009049e+01 2.466988239623689309e-05
3.204350635689621640e+01 2.304857551553566287e-05
3.210131184040234587e+01 2.151904200014272847e-05
3.215911732390846822e+01 2.007669326816914499e-05
3.221692280741459768e+01 1.871716064691905689e-05
3.227472829092072715e+01 1.743628442132302486e-05
3.233253377442684950e+01 1.623010342396879316e-05
3.239033925793297897e+01 1.509484514078886607e-05
3.244814474143910132e+01 1.402691630795247021e-05
3.250595022494523079e+01 1.302289397669375178e-05
3.256375570845136025e+01 1.207951702419291774e-05
3.262156119195748261e+01 1.119367808976941647e-05
3.267936667546361207e+01 1.036241591675236666e-05
3.273717215896974153e+01 9.582908081552587526e-06
3.279497764247586389e+01 8.852464092382795498e-06
3.285278312598199335e+01 8.168518841132455481e-06
3.291058860948811571e+01 7.528626392724369267e-06
3.296839409299424517e+01 6.930454097208518974e-06
3.302619957650036753e+01 6.371777010599936454e-06
3.308400506000649699e+01 5.850472611256875445e-06
3.314181054351261935e+01 5.364515799248701874e-06
3.319961602701874881e+01 4.911974166848969511e-06
3.325742151052487117e+01 4.491003528860562558e-06
3.331522699403100773e+01 4.099843702002690639e-06
3.337303247753713009e+01 3.736814523110012861e-06
3.343083796104325955e+01 3.400312096287820650e-06
3.348864344454938191e+01 3.088805259564182060e-06
3.354644892805551137e+01 2.800832261886630007e-06
3.360425441156164084e+01 2.534997641586719917e-06
3.366205989506776319e+01 2.289969297635139610e-06
3.371986537857389266e+01 2.064475745170124335e-06
3.377767086208001501e+01 1.857303546881683940e-06
3.383547634558614448e+01 1.667294911882766061e-06
3.389328182909226683e+01 1.493345453697849254e-06
3.395108731259839630e+01 1.334402098952637069e-06
3.400889279610451865e+01 1.189461138253100496e-06
3.406669827961064811e+01 1.057566410621814682e-06
3.412450376311677758e+01 9.378076126897496471e-07
3.418230924662290704e+01 8.293187236626312183e-07
3.424011473012902940e+01 7.312765368817076192e-07
3.429792021363515886e+01 6.428992885902250292e-07
3.435572569714128832e+01 5.634453743190922739e-07
3.441353118064741068e+01 4.922121431277399037e-07
3.447133666415354014e+01 4.285347597841438659e-07
3.452914214765966250e+01 3.717851248708012907e-07
3.458694763116579196e+01 3.213708427647282469e-07
3.464475311467191432e+01 2.767342274788523928e-07
3.470255859817804378e+01 2.373513364882898443e-07
3.476036408168416614e+01 2.027310229061923134e-07
3.481816956519029560e+01 1.724139967391095512e-07
3.487597504869642506e+01 1.459718864501993500e-07
3.493378053220254742e+01 1.230062926990424843e-07
3.499158601570867688e+01 1.031478269148270778e-07
3.504939149921480634e+01 8.605512829637128258e-08
3.510719698272093581e+01 7.141385391382336413e-08
3.516500246622705816e+01 5.893563780356424134e-08
3.522280794973318763e+01 4.835701628381936559e-08
3.528061343323930998e+01 3.943831815310655307e-08
3.533841891674543945e+01 3.196251993728565305e-08
3.539622440025156180e+01 2.573406789074397880e-08
3.545402988375769127e+01 2.057766999286636269e-08
3.551183536726381362e+01 1.633706266867899912e-08
3.556964085076994309e+01 1.287375835577224985e-08
3.562744633427607255e+01 1.006578129011585710e-08
3.568525181778219491e+01 7.806399944491511306e-09
3.574305730128832437e+01 6.002865381265379199e-09
3.580086278479444672e+01 4.575165338494902228e-09
3.585866826830058329e+01 3.454804125609333265e-09
3.591647375180670565e+01 2.583618343487105465e-09
3.597427923531283511e+01 1.912638057596521436e-09
3.603208471881895747e+01 1.401002349963518797e-09
3.608989020232508693e+01 1.014937178562598182e-09
3.614769568583120929e+01 7.268022181913416496e-10
3.620550116933733875e+01 5.142118949484509209e-10
3.626330665284346111e+01 3.592342180389699279e-10
3.632111213634959057e+01 2.476693265179982530e-10
3.637891761985571293e+01 1.684079775124634167e-10
3.643672310336184239e+01 1.128685788766368885e-10
3.649452858686797185e+01 7.450988076690063156e-11
3.655233407037409421e+01 4.841514583000956509e-11
3.661013955388022367e+01 3.094256239301275160e-11
3.666794503738635314e+01 1.943587952784056236e-11
3.672575052089247549e+01 1.198874042458305847e-11
3.678355600439860495e+01 7.255967254512291504e-12
3.684136148790473442e+01 4.305086818277896528e-12
